,ALEO2 FP Equity_DX_SI_QTY,ALEO2 FP Equity_DX_SHORT_INTEREST_VALUE,ALEO2 FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALEO2 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALEO2 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALEO2 FP Equity_DX_SI_MV,ALEO2 FP Equity_DX_DSS,ALEO2 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALEO2 FP Equity_DX_SUPPLY_SI_QTY,ALEO2 FP Equity_DX_BROKER_SI_QTY,ALEO2 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALEO2 FP Equity_DX_BROKER_SI_MV_INC_x,ALEO2 FP Equity_DX_BROKER_SI_QTY_ADD,ALEO2 FP Equity_DX_SUPPLY_SI_MV_DEC,ALEO2 FP Equity_DX_BROKER_SI_QTY_INC,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_DEC,ALEO2 FP Equity_DX_BROKER_SI_MV_INC_y,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALEO2 FP Equity_DX_BROKER_SI_MV_ADD,ALEO2 FP Equity_DX_SUPPLY_SI_QTY_ADD,ALEO2 FP Equity_DX_BROKER_SI_QTY_DEC,ALEO2 FP Equity_DX_SUPPLY_SI_MV,ALEO2 FP Equity_DX_BROKER_SI_MV_DEC,ALEO2 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALEO2 FP Equity_DX_UTILIZATION_QUANTITY,ALEO2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALEO2 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALEO2 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALEO2 FP Equity_DX_ACTIVE_UTILIZATION_MV,ALEO2 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALEO2 FP Equity_DX_BROKER_SI_CON_RATIO,ALEO2 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALEO2 FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-12-26,15900.0,42771.0,0.64,2.32,0.64,0.04,0.0,21385.5,7950.0,7950.0,21385.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2018-12-27,15900.0,42294.0,0.64,2.32,0.64,0.04,0.0,21147.0,7950.0,7950.0,21147.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2018-12-28,7950.0,24486.0,0.32,1.18,0.32,0.02,0.0,24486.0,7950.0,7950.0,24486.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2018-12-31,15900.0,41499.0,0.64,2.31,0.64,0.04,0.0,20749.5,7950.0,7950.0,20749.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-01,15900.0,41499.0,0.64,2.07,0.64,0.04,0.0,20749.5,7950.0,7950.0,20749.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-02,15900.0,36570.0,0.64,2.07,0.64,0.04,0.0,18285.0,7950.0,7950.0,18285.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-03,15900.0,37206.0,0.64,1.57,0.64,0.04,0.0,18603.0,7950.0,7950.0,18603.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-04,15900.0,34821.0,0.64,1.51,0.64,0.04,0.0,17410.5,7950.0,7950.0,17410.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-07,15900.0,36570.0,0.64,1.37,0.64,0.04,0.0,18285.0,7950.0,7950.0,18285.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-08,7950.0,18523.5,0.32,0.68,0.32,0.02,0.0,18523.5,7950.0,7950.0,18523.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-09,7950.0,19557.0,0.32,0.67,0.32,0.02,0.0,19557.0,7950.0,7950.0,19557.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-10,7950.0,20352.0,0.32,0.64,0.32,0.02,0.0,20352.0,7950.0,7950.0,20352.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-11,7950.0,21783.0,0.32,0.64,0.32,0.02,0.0,21783.0,7950.0,7950.0,21783.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-14,7950.0,21862.5,0.32,0.6,0.32,0.02,0.0,21862.5,7950.0,7950.0,21862.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-15,7950.0,21624.0,0.32,0.59,0.32,0.02,0.0,21624.0,7950.0,7950.0,21624.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-16,7950.0,22101.0,0.32,0.58,0.32,0.02,0.0,22101.0,7950.0,7950.0,22101.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-17,7950.0,22260.0,0.32,0.58,0.32,0.02,0.0,22260.0,7950.0,7950.0,22260.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-18,15900.0,42930.0,0.64,1.16,0.64,0.04,0.0,21465.0,7950.0,7950.0,21465.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-21,15900.0,40068.0,0.64,1.16,0.64,0.04,0.0,20034.0,7950.0,7950.0,20034.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-22,15900.0,39432.0,0.64,1.14,0.64,0.04,0.0,19716.0,7950.0,7950.0,19716.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-23,15900.0,38319.0,0.64,1.13,0.64,0.04,0.0,19159.5,7950.0,7950.0,19159.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-24,7950.0,19398.0,0.32,0.56,0.32,0.02,0.0,19398.0,7950.0,7950.0,19398.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-25,7950.0,19557.0,0.32,0.56,0.32,0.02,0.0,19557.0,7950.0,7950.0,19557.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-28,15900.0,37365.0,0.64,1.1,0.64,0.04,0.0,18682.5,7950.0,7950.0,18682.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-29,15900.0,36729.0,0.64,1.09,0.64,0.04,0.0,18364.5,7950.0,7950.0,18364.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-01-30,7950.0,19318.5,0.32,0.52,0.32,0.02,0.0,19318.5,7950.0,7950.0,19318.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-01-31,7950.0,20193.0,0.32,0.51,0.32,0.02,0.0,20193.0,7950.0,7950.0,20193.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-01,7950.0,20272.5,0.32,0.51,0.32,0.02,0.0,20272.5,7950.0,7950.0,20272.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-04,15900.0,39591.0,0.64,1.03,0.64,0.04,0.0,19795.5,7950.0,7950.0,19795.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-02-05,15900.0,39909.0,0.64,1.02,0.64,0.04,0.0,19954.5,7950.0,7950.0,19954.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-02-06,7950.0,20193.0,0.32,0.51,0.32,0.02,0.0,20193.0,7950.0,7950.0,20193.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-07,7950.0,20193.0,0.32,0.52,0.32,0.02,0.0,20193.0,7950.0,7950.0,20193.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-08,7950.0,20034.0,0.32,0.53,0.32,0.02,0.0,20034.0,7950.0,7950.0,20034.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-11,7950.0,20352.0,0.32,0.55,0.32,0.02,0.0,20352.0,7950.0,7950.0,20352.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-12,7950.0,20272.5,0.32,0.57,0.32,0.02,0.0,20272.5,7950.0,7950.0,20272.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-13,7950.0,20590.5,0.32,0.62,0.32,0.02,0.0,20590.5,7950.0,7950.0,20590.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-14,7950.0,20829.0,0.32,0.76,0.32,0.02,0.0,20829.0,7950.0,7950.0,20829.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-15,7950.0,20749.5,0.32,0.8,0.32,0.02,0.0,20749.5,7950.0,7950.0,20749.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-18,7950.0,21306.0,0.32,0.91,0.32,0.02,0.0,21306.0,7950.0,7950.0,21306.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-19,7950.0,22339.5,0.32,0.91,0.32,0.02,0.0,22339.5,7950.0,7950.0,22339.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-20,7950.0,22498.5,0.32,0.9,0.32,0.02,0.0,22498.5,7950.0,7950.0,22498.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-21,7950.0,22498.5,0.32,0.95,0.32,0.02,0.0,22498.5,7950.0,7950.0,22498.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-22,7950.0,22419.0,0.32,0.98,0.32,0.02,0.0,22419.0,7950.0,7950.0,22419.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-25,7950.0,22339.5,0.32,1.07,0.32,0.02,0.0,22339.5,7950.0,7950.0,22339.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-26,15900.0,44520.0,0.64,2.3,0.64,0.04,0.0,22260.0,7950.0,7950.0,22260.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-02-27,7950.0,22180.5,0.32,1.19,0.32,0.02,0.0,22180.5,7950.0,7950.0,22180.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-02-28,15900.0,42135.0,0.64,2.38,0.64,0.04,0.0,21067.5,7950.0,7950.0,21067.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-03-01,15900.0,42453.0,0.64,2.36,0.64,0.04,0.0,21226.5,7950.0,7950.0,21226.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-03-04,7950.0,21465.0,0.32,1.21,0.32,0.02,0.0,21465.0,7950.0,7950.0,21465.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-05,7950.0,21306.0,0.32,1.26,0.32,0.02,0.0,21306.0,7950.0,7950.0,21306.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-06,15900.0,42294.0,0.64,2.64,0.64,0.04,0.0,21147.0,7950.0,7950.0,21147.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-03-07,15900.0,41817.0,0.64,2.84,0.64,0.04,0.0,20908.5,7950.0,7950.0,20908.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-03-08,7950.0,20908.5,0.32,1.44,0.32,0.02,0.0,20908.5,7950.0,7950.0,20908.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-11,7950.0,21067.5,0.32,1.5,0.32,0.02,0.0,21067.5,7950.0,7950.0,21067.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-12,7950.0,20988.0,0.32,1.64,0.32,0.02,0.0,20988.0,7950.0,7950.0,20988.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-13,15900.0,41817.0,0.64,3.83,0.64,0.04,0.0,20908.5,7950.0,7950.0,20908.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-03-14,7950.0,20988.0,0.32,2.03,0.32,0.02,0.0,20988.0,7950.0,7950.0,20988.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-15,15900.0,41340.0,0.64,4.51,0.64,0.04,0.0,20670.0,7950.0,7950.0,20670.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-03-18,7950.0,20988.0,0.32,2.27,0.32,0.02,0.0,20988.0,7950.0,7950.0,20988.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-19,7950.0,21067.5,0.32,2.39,0.32,0.02,0.0,21067.5,7950.0,7950.0,21067.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-20,15900.0,41340.0,0.64,5.05,0.64,0.04,0.0,20670.0,7950.0,7950.0,20670.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-03-21,7950.0,20829.0,0.32,2.6,0.32,0.02,0.0,20829.0,7950.0,7950.0,20829.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-22,7950.0,20829.0,0.32,2.65,0.32,0.02,0.0,20829.0,7950.0,7950.0,20829.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-25,7950.0,20988.0,0.32,2.68,0.32,0.02,0.0,20988.0,7950.0,7950.0,20988.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-26,7950.0,20988.0,0.32,2.65,0.32,0.02,0.0,20988.0,7950.0,7950.0,20988.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-27,7950.0,20988.0,0.32,2.64,0.32,0.02,0.0,20988.0,7950.0,7950.0,20988.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-28,7950.0,20988.0,0.32,2.69,0.32,0.02,0.0,20988.0,7950.0,7950.0,20988.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-03-29,7950.0,20988.0,0.32,2.72,0.32,0.02,0.0,20988.0,7950.0,7950.0,20988.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-01,15900.0,41340.0,0.64,5.23,0.64,0.04,0.0,20670.0,7950.0,7950.0,20670.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-04-02,15900.0,41022.0,0.64,5.68,0.64,0.04,0.0,20511.0,7950.0,7950.0,20511.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-04-03,15900.0,40863.0,0.64,6.11,0.64,0.04,0.0,20431.5,7950.0,7950.0,20431.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-04-04,15900.0,40465.5,0.64,6.65,0.64,0.04,0.0,20232.75,7950.0,7950.0,20232.75,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-04-05,7950.0,20232.75,0.32,3.4,0.32,0.02,0.0,20232.75,7950.0,7950.0,20232.75,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-08,15900.0,39511.5,0.64,6.74,0.64,0.04,0.0,19755.75,7950.0,7950.0,19755.75,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-04-09,15900.0,39750.0,0.64,6.44,0.64,0.04,0.0,19875.0,7950.0,7950.0,19875.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-04-10,7950.0,20193.0,0.32,3.24,0.32,0.02,0.0,20193.0,7950.0,7950.0,20193.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-11,7950.0,19795.5,0.32,3.36,0.32,0.02,0.0,19795.5,7950.0,7950.0,19795.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-12,15900.0,39511.5,0.64,7.08,0.64,0.04,0.0,19755.75,7950.0,7950.0,19755.75,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-04-15,7950.0,19875.0,0.32,3.59,0.32,0.02,0.0,19875.0,7950.0,7950.0,19875.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-16,7950.0,20670.0,0.32,3.63,0.32,0.02,0.0,20670.0,7950.0,7950.0,20670.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-17,7950.0,20749.5,0.32,3.29,0.32,0.02,0.0,20749.5,7950.0,7950.0,20749.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-18,7950.0,20789.25,0.32,3.23,0.32,0.02,0.0,20789.25,7950.0,7950.0,20789.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-19,7950.0,20789.25,0.32,3.23,0.32,0.02,0.0,20789.25,7950.0,7950.0,20789.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-22,7950.0,20789.25,0.32,3.23,0.32,0.02,0.0,20789.25,7950.0,7950.0,20789.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-23,7950.0,20749.5,0.32,3.23,0.32,0.02,0.0,20749.5,7950.0,7950.0,20749.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-24,7950.0,20908.5,0.32,3.13,0.32,0.02,0.0,20908.5,7950.0,7950.0,20908.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-25,7950.0,22220.25,0.32,2.47,0.32,0.02,0.0,22220.25,7950.0,7950.0,22220.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-26,7950.0,24088.5,0.32,1.91,0.32,0.02,0.0,24088.5,7950.0,7950.0,24088.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-29,7950.0,23452.5,0.32,1.42,0.32,0.02,0.0,23452.5,7950.0,7950.0,23452.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-04-30,15900.0,45076.5,0.64,2.8,0.64,0.05,0.0,22538.25,7950.0,7950.0,22538.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-05-01,15900.0,45076.5,0.64,2.7,0.64,0.05,0.0,22538.25,7950.0,7950.0,22538.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-05-02,15900.0,45235.5,0.64,2.7,0.64,0.05,0.0,22617.75,7950.0,7950.0,22617.75,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-05-03,15900.0,46507.5,0.64,2.7,0.64,0.05,0.0,23253.75,7950.0,7950.0,23253.75,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-05-06,7950.0,23850.0,0.32,1.32,0.32,0.02,0.0,23850.0,7950.0,7950.0,23850.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-07,7950.0,23770.5,0.32,1.27,0.32,0.02,0.0,23770.5,7950.0,7950.0,23770.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-08,7950.0,24088.5,0.32,1.24,0.32,0.02,0.0,24088.5,7950.0,7950.0,24088.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-09,7950.0,23691.0,0.32,1.24,0.32,0.02,0.0,23691.0,7950.0,7950.0,23691.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-10,7950.0,24168.0,0.32,1.26,0.32,0.02,0.0,24168.0,7950.0,7950.0,24168.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-13,7950.0,23770.5,0.32,1.25,0.32,0.02,0.0,23770.5,7950.0,7950.0,23770.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-14,15900.0,47382.0,0.64,2.48,0.64,0.05,0.0,23691.0,7950.0,7950.0,23691.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-05-15,15900.0,45871.5,0.64,2.5,0.64,0.05,0.0,22935.75,7950.0,7950.0,22935.75,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-05-16,15900.0,45315.0,0.64,2.53,0.64,0.05,0.0,22657.5,7950.0,7950.0,22657.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-05-17,7950.0,23015.25,0.32,1.24,0.32,0.02,0.0,23015.25,7950.0,7950.0,23015.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-20,7950.0,23055.0,0.32,1.26,0.32,0.02,0.0,23055.0,7950.0,7950.0,23055.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-21,15900.0,45315.0,0.64,2.52,0.64,0.05,0.0,22657.5,7950.0,7950.0,22657.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-05-22,7950.0,23015.25,0.32,1.3,0.32,0.02,0.0,23015.25,7950.0,7950.0,23015.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-23,7950.0,22657.5,0.32,1.31,0.32,0.02,0.0,22657.5,7950.0,7950.0,22657.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-24,7950.0,22856.25,0.32,1.34,0.32,0.02,0.0,22856.25,7950.0,7950.0,22856.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-27,7950.0,22578.0,0.32,1.35,0.32,0.02,0.0,22578.0,7950.0,7950.0,22578.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-28,7950.0,22697.25,0.32,1.33,0.32,0.02,0.0,22697.25,7950.0,7950.0,22697.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-29,7950.0,22617.75,0.32,1.34,0.32,0.02,0.0,22617.75,7950.0,7950.0,22617.75,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-30,7950.0,22419.0,0.32,1.33,0.32,0.02,0.0,22419.0,7950.0,7950.0,22419.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-05-31,7950.0,22697.25,0.32,1.34,0.32,0.02,0.0,22697.25,7950.0,7950.0,22697.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-06-03,15900.0,43725.0,0.64,2.76,0.64,0.04,0.0,21862.5,7950.0,7950.0,21862.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-06-04,15900.0,42135.0,0.64,2.8,0.64,0.04,0.0,21067.5,7950.0,7950.0,21067.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.0
2019-06-05,7950.0,21067.5,0.32,1.36,0.32,0.02,0.0,21067.5,7950.0,7950.0,21067.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2019-06-06,7950.0,21425.25,0.32,1.39,0.32,0.02,0.0,21425.25,7950.0,7950.0,21425.25,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
